screen,scheme,file,line,code
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/f34_style_rest.py,314,"os.path.join(B.OUT, ""f4_placebo_draws_%s_%s.csv"" % (T, var)), index=False)"
E0_I0012_layer3_noncollinear,ROW,E0_I0012_layer3_noncollinear/f34_style_rest.py,319,"""n_rows"": int(len(w)), ""effect"": eff[""rows""], ""placebo"": plc}"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/f34_style_rest.py,319,"""n_rows"": int(len(w)), ""effect"": eff[""rows""], ""placebo"": plc}"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,92,"""placebo_discipline"": {"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,93,"""construction"": ""Every placebo permutes the ASSIGNMENT of an ALREADY-COMPUTED value to """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,94,"""rows, within season. No placebo permutes a grouping key and recomputes an """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,96,"""all_placebo_sds_nondegenerate"": True,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,97,"""min_placebo_sd_observed"": 6.71e-05,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,98,"""note"": ""Every reported placebo sd is > 0; none reproduced its real number exactly."""
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,122,"""method"": ""Randomization max-T. All 60 shipped placebo columns (200 draws each) are pooled """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,128,"""consequence"": ""Several cells cleared their OWN placebo floor at nominal p 0.010-0.040 """
E0_I0012_layer3_noncollinear,WITHIN_ENTITY,E0_I0012_layer3_noncollinear/make_findings.py,155,"""within_group_frac"": r[""var_within_player""],"
E0_I0012_layer3_noncollinear,WITHIN_ENTITY,E0_I0012_layer3_noncollinear/make_findings.py,186,"""pooled_dR2_M"": pooled(r[""effect_within_player""], ""dR2_M""),"
E0_I0012_layer3_noncollinear,WITHIN_ENTITY,E0_I0012_layer3_noncollinear/make_findings.py,187,"""pooled_dR2_OxM"": pooled(r[""effect_within_player""], ""dR2_OxM""),"
E0_I0012_layer3_noncollinear,WITHIN_ENTITY,E0_I0012_layer3_noncollinear/make_findings.py,188,"""per_season_beta_M"": season_betas(r[""effect_within_player""], ""beta_M""),"
E0_I0012_layer3_noncollinear,WITHIN_ENTITY,E0_I0012_layer3_noncollinear/make_findings.py,190,"""note_on_raw_vs_within_player"":"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,196,"""placebo"": r[""placebo""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,197,"""placebo_sd_dR2_M"": r[""placebo""][""dR2_M""][""sd""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,198,"""placebo_degenerate"": r[""placebo""][""dR2_M""][""sd""] == 0.0,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,203,"""The effect sits inside its own placebo floor on every target and both statistics. """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,268,"""but it does not clear the placebo floor and the per-season betas flip sign."""
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,270,"""placebo"": r[""placebo""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,271,"""placebo_sd_dR2_M"": r[""placebo""][""dR2_M""][""sd""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,272,"""placebo_degenerate"": r[""placebo""][""dR2_M""][""sd""] == 0.0,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,279,"""effect is still inside the placebo floor on both statistics for all three targets. """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,333,"""placebo"": r[""placebo""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,334,"""placebo_sd_dR2_M"": r[""placebo""][""dR2_M""][""sd""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,335,"""placebo_sd_dR2_OxM"": r[""placebo""][""dR2_OxM""][""sd""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,336,"""placebo_degenerate"": (r[""placebo""][""dR2_M""][""sd""] == 0.0"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,337,"or r[""placebo""][""dR2_OxM""][""sd""] == 0.0),"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,360,"""pregame rebound rate: pooled dR2_OxM 0.001071 against a placebo mean 0.000064 """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,370,"""per36min_placebo_sd"": rob[""R1_per36min""][""placebo""][""dR2_OxM""][""sd""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,371,"""per36min_frac_ge_real"": rob[""R1_per36min""][""placebo""][""dR2_OxM""][""frac_ge""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,407,"""side_exchangeability_placebo"": r4[""placebo_side_exchange""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,410,"""sits outside a 2000-draw side-exchange placebo (sd 0.0666, """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,437,"""Inside its own placebo floor (frac>=real %.3f for the main effect, %.3f for the """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,439,"% (r[""placebo""][""dR2_M""][""frac_ge""], r[""placebo""][""dR2_OxM""][""frac_ge""]))"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,481,"""placebo"": r[""placebo""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,482,"""placebo_sd_dR2_M"": r[""placebo""][""dR2_M""][""sd""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,483,"""placebo_degenerate"": r[""placebo""][""dR2_M""][""sd""] == 0.0,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,487,"""Inside its own placebo floor (frac>=real %.3f main, %.3f interaction) with """
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,493,"% (r[""placebo""][""dR2_M""][""frac_ge""], r[""placebo""][""dR2_OxM""][""frac_ge""])"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,496,"sds = [f[""placebo_sd_dR2_M""] for f in OUT[""formulations""] if f.get(""placebo_sd_dR2_M"") is not None]"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,497,"OUT[""placebo_discipline""][""min_placebo_sd_observed""] = min(sds)"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,498,"OUT[""placebo_discipline""][""n_placebo_distributions_run""] = len(sds)"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,499,"OUT[""placebo_discipline""][""all_placebo_sds_nondegenerate""] = all(s > 0 for s in sds)"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,530,"print(""min placebo sd across %d distributions: %.3e (degenerate: %s)"""
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,531,"% (OUT[""placebo_discipline""][""n_placebo_distributions_run""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,532,"OUT[""placebo_discipline""][""min_placebo_sd_observed""],"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/make_findings.py,533,"not OUT[""placebo_discipline""][""all_placebo_sds_nondegenerate""]))"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,2,E0 I0012 -- ROBUSTNESS on the one candidate that cleared its own placebo floor:
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,6,"Pooled dR2_OxM = 0.001071, placebo mean 0.000079 sd 0.0000928, 0/200 perms >= real,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,20,max-statistic family-wise p using the pooled placebo draws from every F3/F4 test as
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,90,"plc, V = F34.placebo(w, ""dpace"", rng, n=N_PERM)"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,91,"V.assign(unit=unit_name).to_csv(os.path.join(B.OUT, ""r1_placebo_%s.csv"" % unit_name), index=False)"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,92,"out[""R1_"" + unit_name] = {""n"": int(len(w)), ""effect"": eff[""rows""], ""placebo"": plc,"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,152,"files = sorted(glob.glob(os.path.join(B.OUT, ""f*_placebo_draws_*.csv"")))"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_robustness.py,160,"print(""  pooled null draws from %d shipped placebo columns x %d perms"" % (Vall.shape[1], Vall.shape[0]))"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_symmetry.py,108,"print(""\n  SIDE-EXCHANGEABILITY PLACEBO (%d flips): mean=%+.6f  SD=%.6f  frac>=obs=%.4f"""
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_symmetry.py,111,"print(""  *** DEGENERATE PLACEBO (sd exactly 0). ***"")"
E0_I0012_layer3_noncollinear,PLACEBO,E0_I0012_layer3_noncollinear/r_symmetry.py,120,"""placebo_side_exchange"": {""n_perm"": N_PERM, ""mean"": float(diffs.mean()),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,29,"nominal = c[""placebo""][""frac_ge_real""]"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,30,"naive = c[""placebo_naive_row_level""][""frac_ge_real""]"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,30,"naive = c[""placebo_naive_row_level""][""frac_ge_real""]"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,39,"% (round(nominal * c[""placebo""][""n_draws""]), c[""placebo""][""n_draws""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,45,"""draws (real %.6f vs placebo mean %.6f, sd %.6f). No noise-floor separation, so """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,47,"% (nominal, c[""placebo""][""n_draws""], c[""dR2_M""], c[""placebo""][""mean""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,48,"c[""placebo""][""sd""]))"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,57,"reason += ("" TRAP 3 BIT HERE: the NAIVE row-level permutation would have called this """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,59,"""correct cluster-level null."" % (naive, c[""placebo""][""sd""] /"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,60,"max(c[""placebo_naive_row_level""][""sd""], 1e-12)))"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,60,"max(c[""placebo_naive_row_level""][""sd""], 1e-12)))"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,88,"placebo=dict(kind=""cluster-level permutation at the grouping level of the feature"","
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,89,"mean=c[""placebo""][""mean""], sd=c[""placebo""][""sd""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,90,"frac_ge_real=c[""placebo""][""frac_ge_real""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,91,"n_draws=c[""placebo""][""n_draws""], label=c[""placebo""][""label""]),"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,92,placebo_naive_row_level=dict(
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,92,placebo_naive_row_level=dict(
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,93,"mean=c[""placebo_naive_row_level""][""mean""], sd=c[""placebo_naive_row_level""][""sd""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,93,"mean=c[""placebo_naive_row_level""][""mean""], sd=c[""placebo_naive_row_level""][""sd""],"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,94,"frac_ge_real=naive, n_draws=c[""placebo_naive_row_level""][""n_draws""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,94,"frac_ge_real=naive, n_draws=c[""placebo_naive_row_level""][""n_draws""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,95,"width_ratio_correct_over_naive=(c[""placebo""][""sd""] /"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,96,"max(c[""placebo_naive_row_level""][""sd""], 1e-12)),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,96,"max(c[""placebo_naive_row_level""][""sd""], 1e-12)),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,107,"note=""REPORTED ONLY, NEVER PLACEBOED. These have NO noise floor and therefore cannot """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,190,"""incremental form run_screen.incr used inside the placebo loops"","
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,244,"evidence=""The naive row-level permutation null is 1.00x to 3.82x narrower than the """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,256,trap_4_noop_placebo=dict(
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,270,"mean=ref[""placebo""][""mean""], sd=ref[""placebo""][""sd""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,271,"frac_ge_real=ref[""placebo""][""frac_ge_real""],"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,274,min_placebo_sd_observed_across_all_cells=min(
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,275,"c[""placebo""][""sd""] for c in SCR[""cells""]),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,281,placebo_discipline=dict(
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,290,"n_placebo_distributions=2 * len(SCR[""cells""]) + 1 + len(SUR[""recency""]),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,291,"min_sd_observed=min(c[""placebo""][""sd""] for c in SCR[""cells""]),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,313,"""+0.167 -> +0.064) and in 2024 sat BELOW its own placebo """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,316,"""placebo mean. The two recent slices do not individually """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,339,"1 for c in SCR[""cells""] if c[""placebo""][""frac_ge_real""] <= 0.05),"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/make_findings.py,378,"""Trap 3 is real and it bit. Had this screen used the row-level permutation null that """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,400,"""run_screen.py"": ""27 cells, cluster + naive placebos, the deliberate no-op diagnostic, """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,421,"print(""  LEAD -> %s x %s  dR2=%.6f  placebo mean/sd %.6f/%.6f frac_ge=%.3f  familywise p=%.3f"""
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/make_findings.py,423,"e[""placebo""][""mean""], e[""placebo""][""sd""], e[""placebo""][""frac_ge_real""],"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/pv_base.py,43,"at the team-season level, (b) the naive row-level permutation reported ALONGSIDE it purely to"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/pv_base.py,47,NO-OP PLACEBO RULE (trap 4):
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_maxt_robust.py,6,can be kept on its own nominal placebo alone.  The null here is JOINT: for each draw a single
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_maxt_robust.py,165,"mu, sd = c[""placebo""][""mean""], c[""placebo""][""sd""]"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_maxt_robust.py,212,"nominal_frac_ge_real=c[""placebo""][""frac_ge_real""])"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_maxt_robust.py,214,"% (T, nm, c[""dR2_M""], z, c[""placebo""][""frac_ge_real""], p,"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,5,cells.  Plus the deliberate no-op placebo diagnostic and a volume-heterogeneity pass.
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,8,"Writes: screen_results.json, placebo_draws_*.csv, noop_diagnostic.csv  -- all into THIS directory."
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/run_screen.py,140,"""""""The NAIVE row-level permutation.  Reported ONLY to show how much too narrow the wrong null"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/run_screen.py,283,"plc_naive = summarize(naive, dR2_M, ""NAIVE row-level permutation (reported for contrast """
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,287,".to_csv(os.path.join(P.OUT, ""placebo_draws_%s_%s.csv"" % (T, nm)), index=False)"
E0_I0013_possession_volume,ROW,E0_I0013_possession_volume/run_screen.py,305,"placebo=plc, placebo_naive_row_level=plc_naive))"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,305,"placebo=plc, placebo_naive_row_level=plc_naive))"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,310,"P.hdr(""DELIBERATE NO-OP PLACEBO DIAGNOSTIC (run on purpose; expect sd EXACTLY 0.000000)"")"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,362,"print(""  BY CONTRAST the real cluster placebo for the same cell: mean=%.8f sd=%.8f (non-degenerate)"""
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_screen.py,363,"% (real_cell[""placebo""][""mean""], real_cell[""placebo""][""sd""]))"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_survivor_checks.py,16,"2022-2024, 2023-2024 and 2024 alone, each against its OWN cluster-level placebo recomputed at"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_survivor_checks.py,124,"note=""deterministic diagnostic, sd 0 by construction (not a placebo)"")"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_survivor_checks.py,177,"P.hdr(""S3  RECENCY SLICES, each against its OWN cluster placebo recomputed at that n"")"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_survivor_checks.py,203,"placebo_mean=float(a.mean()), placebo_sd=float(a.std(ddof=1)),"
E0_I0013_possession_volume,PLACEBO,E0_I0013_possession_volume/run_survivor_checks.py,206,"os.path.join(P.OUT, ""placebo_draws_survivor_%s.csv"" % name.split()[0].replace(""-"", ""_"")),"
E0_I0015_points_skill_decomposition,ROW,E0_I0015_points_skill_decomposition/psd_base.py,11,"established the 2021 fold is degenerate (n_train_rows=0, model_was_fitted=false).  Enforced by"
E0_I0015_points_skill_decomposition,BETWEEN_ENTITY,E0_I0015_points_skill_decomposition/psd_base.py,47,"paired difference d_i = |e_A,i| - |e_B,i| has its sign flipped for a WHOLE player-season block"
E0_I0015_points_skill_decomposition,ROW,E0_I0015_points_skill_decomposition/psd_base.py,48,"at a time, which preserves the clustering the kit's row-level null would destroy.  This is"
E0_I0015_points_skill_decomposition,BETWEEN_ENTITY,E0_I0015_points_skill_decomposition/psd_base.py,214,"def block_signflip_test(diff, block_codes, n_draws=2000, seed=SEED, return_draws=False):"
E0_I0015_points_skill_decomposition,ROW,E0_I0015_points_skill_decomposition/psd_base.py,220,independent and is exactly the anticonservative row-level null this program has found wrong six
E0_I0015_points_skill_decomposition,ROW,E0_I0015_points_skill_decomposition/psd_base.py,243,"""n_rows"": n_ok, ""null_sd"": float(draws.std(ddof=1)), ""n_draws"": int(n_draws),"
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,5,"and the no-op placebo up front, so nothing later is built on an unverified input."
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,146,"B.hdr(""STEP 1e -- NO-OP PLACEBO (screenkit.noop_placebo), OBSERVED sd REPORTED"")"
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,151,"nop_identity = sk.noop_placebo(stat_points_skill, f2, 200, transform=None, verbose=True)"
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,160,"nop_relabel = sk.noop_placebo(stat_points_skill, f2, 200, transform=relabel_and_recompute,"
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,174,"nop_real = sk.noop_placebo(stat_points_skill, f2, 200, transform=real_shuffle, verbose=True)"
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,176,"OUT[""noop_placebo""] = {"
E0_I0015_points_skill_decomposition,PLACEBO,E0_I0015_points_skill_decomposition/s01_reproduce.py,190,"os.path.join(B.OUT, ""noop_placebo_draws.csv""), index=False)"
E0_I0015_points_skill_decomposition,BETWEEN_ENTITY,E0_I0015_points_skill_decomposition/s02_decompose_hybrid.py,66,"bt = B.block_signflip_test(d, blocks[ok], n_draws=2000)"
E0_I0015_points_skill_decomposition,BETWEEN_ENTITY,E0_I0015_points_skill_decomposition/s02_decompose_hybrid.py,75,"p_two_sided_block_signflip=bt[""p_two_sided_blockflip""],"
E0_I0015_points_skill_decomposition,ROW,E0_I0015_points_skill_decomposition/s02_decompose_hybrid.py,160,con_rows = []
E0_I0015_points_skill_decomposition,BETWEEN_ENTITY,E0_I0015_points_skill_decomposition/s02_decompose_hybrid.py,168,"bt = B.block_signflip_test(d, blocks[ok], n_draws=2000, return_draws=True)"
